Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE71760362002305MTI00,SAM,MTI,DAY, 176, 036,2002/11/01,2002:305:08:10:15.5929375,2002:305:08:10:42.6824374, 9, 9,   0.80,   0.78,   0.70,   0.26,   1.47,37.35231018,155.11930847,34°36'17.71"N,33°06'17.71"E,35°33'51.16"N,32°17'52.51"E,35°15'43.74"N,34°22'18.30"E,33°56'14.46"N,31°51'29.45"E,33°38'28.14"N,33°53'32.68"E,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57516   (35°34'30.58"N),  31.79264  (31°47'33.50"E), 35.57294   (35°34'22.58"N),  34.41148  (34°24'41.33"E), 33.63851   (33°38'18.64"N),  31.82035   (31°49'13.26"E), 33.63645   (33°38'11.22"N),  34.37908   (34°22'44.69"E),14321,15821,7161,7911,7161,7911,,,146,3.906,2.527,2.978,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.60492,33.10492,35.56421,32.29792,35.26215,34.37175,33.93735,31.85818,33.64115,33.89241,LE71760362002305MTI00,LE71760362002305MTI00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002305MTI00
LE71760362002289SGS00,N/A,SGS,DAY, 176, 036,2002/10/16,2002:289:08:10:09.9219999,2002:289:08:10:37.0101249, 9, 9,  12.35,  12.28,  14.07,   4.39,  18.65,42.2760162,151.7247772,34°36'43.20"N,33°02'58.92"E,35°34'17.04"N,32°14'34.44"E,35°16'09.84"N,34°19'01.56"E,33°56'39.12"N,31°48'12.60"E,33°38'53.16"N,33°50'17.16"E,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56952   (35°34'10.27"N),  31.76955  (31°46'10.38"E), 35.56780   (35°34'04.08"N),  34.38822  (34°23'17.59"E), 33.63288   (33°37'58.37"N),  31.79779   (31°47'52.04"E), 33.63129   (33°37'52.64"N),  34.35636   (34°21'22.90"E),14321,15821,7161,7911,7161,7911,,,164,3.339,1.999,2.674,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.612,33.0497,35.5714,32.2429,35.2694,34.3171,33.9442,31.8035,33.6481,33.8381,LE71760362002289SGS00,LE71760362002289SGS00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002289SGS00
LE71760362002273MTI00,SAM,MTI,DAY, 176, 036,2002/09/30,2002:273:08:10:10.1596875,2002:273:08:10:37.2452499, 9, 9,   0.00,   0.01,   0.00,   0.00,   0.00,47.33376694,146.68641663,34°36'33.80"N,33°02'57.01"E,35°33'58.32"N,32°14'28.07"E,35°15'58.03"N,34°18'51.12"E,33°56'19.57"N,31°48'10.84"E,33°38'40.27"N,33°50'11.29"E,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57729   (35°34'38.24"N),  31.73632  (31°44'10.75"E), 35.57633   (35°34'34.79"N),  34.35195  (34°21'07.02"E), 33.64339   (33°38'36.20"N),  31.76530   (31°45'55.08"E), 33.64249   (33°38'32.96"N),  34.32095   (34°19'15.42"E),14301,15801,7151,7901,7151,7901,,,166,4.145,2.57,3.252,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.60939,33.04917,35.5662,32.24113,35.26612,34.3142,33.93877,31.80301,33.64452,33.83647,LE71760362002273MTI00,LE71760362002273MTI00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002273MTI00
LE71760362002257MTI00,SAM,MTI,DAY, 176, 036,2002/09/14,2002:257:08:10:17.9688749,2002:257:08:10:45.0521875, 9, 9,   0.29,   0.40,   0.70,   0.01,   0.04,52.09371948,140.16040039,34°36'33.77"N,33°03'37.48"E,35°34'03.00"N,32°15'08.10"E,35°16'02.86"N,34°19'30.32"E,33°56'24.90"N,31°48'52.85"E,33°38'45.42"N,33°50'52.40"E,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57743   (35°34'38.75"N),  31.74956  (31°44'58.42"E), 35.57622   (35°34'34.39"N),  34.36188  (34°21'42.77"E), 33.64351   (33°38'36.64"N),  31.77823   (31°46'41.63"E), 33.64239   (33°38'32.60"N),  34.33066   (34°19'50.38"E),14301,15781,7151,7891,7151,7891,,,135,4.136,2.933,2.916,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.60938,33.06041,35.5675,32.25225,35.26746,34.32509,33.94025,31.81468,33.64595,33.84789,LE71760362002257MTI00,LE71760362002257MTI00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002257MTI00
LE71760362002241MTI00,SAM,MTI,DAY, 176, 036,2002/08/29,2002:241:08:10:25.1727499,2002:241:08:10:52.2538124, 9, 9,   0.00,   0.00,   0.01,   0.00,   0.00,56.24262619,132.54702759,34°36'32.76"N,33°04'07.25"E,35°33'53.10"N,32°15'35.17"E,35°15'52.13"N,34°19'58.87"E,33°56'16.22"N,31°49'20.86"E,33°38'36.53"N,33°51'22.10"E,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57479   (35°34'29.24"N),  31.75623  (31°45'22.43"E), 35.57340   (35°34'24.24"N),  34.37176  (34°22'18.34"E), 33.64087   (33°38'27.13"N),  31.78474   (31°47'05.06"E), 33.63958   (33°38'22.49"N),  34.34032   (34°20'25.15"E),14301,15801,7151,7901,7151,7901,,,148,3.985,2.534,3.076,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.6091,33.06868,35.56475,32.25977,35.26448,34.33302,33.93784,31.82246,33.64348,33.85614,LE71760362002241MTI00,LE71760362002241MTI00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002241MTI00
LE71760362002225SGS00,N/A,SGS,DAY, 176, 036,2002/08/13,2002:225:08:10:36.9726250,2002:225:08:11:04.0509999, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,59.6135025,124.6134338,34°36'43.20"N,33°00'54.00"E,35°34'15.60"N,32°12'25.92"E,35°16'14.88"N,34°16'49.80"E,33°56'38.40"N,31°46'12.72"E,33°38'58.56"N,33°48'13.68"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,,,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57462   (35°34'28.63"N),  31.73967  (31°44'22.81"E), 35.57359   (35°34'24.92"N),  34.35521  (34°21'18.76"E), 33.64071   (33°38'26.56"N),  31.76857   (31°46'06.85"E), 33.63975   (33°38'23.10"N),  34.32415   (34°19'26.94"E),14301,15801,7151,7901,7151,7901,,,139,4.609,3.356,3.159,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.612,33.015,35.571,32.2072,35.2708,34.2805,33.944,31.7702,33.6496,33.8038,LE71760362002225SGS00,LE71760362002225SGS00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002225SGS00
LE71760362002209MTI00,SAM,MTI,DAY, 176, 036,2002/07/28,2002:209:08:10:41.2103750,2002:209:08:11:08.2868124, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,62.29779816,117.61966705,34°36'31.07"N,33°03'57.92"E,35°33'52.20"N,32°15'27.40"E,35°15'51.16"N,34°19'50.09"E,33°56'16.37"N,31°49'13.69"E,33°38'36.49"N,33°51'13.97"E,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57476   (35°34'29.14"N),  31.75292  (31°45'10.51"E), 35.57344   (35°34'24.38"N),  34.36845  (34°22'06.42"E), 33.64084   (33°38'27.02"N),  31.78151   (31°46'53.44"E), 33.63962   (33°38'22.63"N),  34.33708   (34°20'13.49"E),14301,15801,7151,7901,7151,7901,,,102,4.779,3.385,3.374,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.60863,33.06609,35.5645,32.25761,35.26421,34.33058,33.93788,31.82047,33.64347,33.85388,LE71760362002209MTI00,LE71760362002209MTI00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002209MTI00
LE71760362002145SGS00,N/A,SGS,DAY, 176, 036,2002/05/25,2002:145:08:11:06.1519374,2002:145:08:11:33.2180625, 9, 9,   0.04,   0.11,   0.03,   0.00,   0.01,65.3046036,117.4657059,34°36'43.20"N,33°01'58.80"E,35°34'05.16"N,32°13'29.28"E,35°16'03.72"N,34°17'50.64"E,33°56'30.84"N,31°47'14.28"E,33°38'49.56"N,33°49'13.44"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,,,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58828   (35°35'17.81"N),  31.75271  (31°45'09.76"E), 35.58700   (35°35'13.20"N),  34.36537  (34°21'55.33"E), 33.65437   (33°39'15.73"N),  31.78131   (31°46'52.72"E), 33.65318   (33°39'11.45"N),  34.33406   (34°20'02.62"E),14301,15781,7151,7891,7151,7891,,,156,4.223,2.948,3.024,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.612,33.033,35.5681,32.2248,35.2677,34.2974,33.9419,31.7873,33.6471,33.8204,LE71760362002145SGS00,LE71760362002145SGS00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002145SGS00
LE71760362002097SGS00,N/A,SGS,DAY, 176, 036,2002/04/07,2002:097:08:11:14.6626440,2002:097:08:11:41.7238315, 9, 9,  13.56,  29.82,  14.38,   7.21,   2.85,54.1136017,135.0717621,34°36'43.20"N,33°03'35.64"E,35°34'16.32"N,32°15'07.92"E,35°16'12.36"N,34°19'31.44"E,33°56'28.32"N,31°48'47.16"E,33°38'45.60"N,33°50'47.76"E,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58574   (35°35'08.66"N),  31.76930  (31°46'09.48"E), 35.58407   (35°35'02.65"N),  34.38519  (34°23'06.68"E), 33.65453   (33°39'16.31"N),  31.79749   (31°47'50.96"E), 33.65296   (33°39'10.66"N),  34.35346   (34°21'12.46"E),14281,15801,7141,7901,7141,7901,,,147,3.568,2.336,2.697,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.612,33.0599,35.5712,32.2522,35.2701,34.3254,33.9412,31.8131,33.646,33.8466,LE71760362002097SGS00,LE71760362002097SGS00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002097SGS00
LE71760362002081MTI00,SAM,MTI,DAY, 176, 036,2002/03/22,2002:081:08:11:14.0628125,2002:081:08:11:41.1221250, 9, 9,   0.56,   0.97,   1.21,   0.04,   0.00,48.33829498,139.12138367,34°36'27.68"N,33°05'33.50"E,35°33'49.93"N,32°17'02.76"E,35°15'46.73"N,34°21'26.60"E,33°56'17.20"N,31°50'46.79"E,33°38'34.66"N,33°52'48.07"E,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57777   (35°34'39.97"N),  31.78267  (31°46'57.61"E), 35.57584   (35°34'33.02"N),  34.39498  (34°23'41.93"E), 33.64383   (33°38'37.79"N),  31.81058   (31°48'38.09"E), 33.64204   (33°38'31.34"N),  34.36300   (34°21'46.80"E),14301,15781,7151,7891,7151,7891,,,209,4.185,2.978,2.941,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.60769,33.09264,35.56387,32.2841,35.26298,34.35739,33.93811,31.84633,33.64296,33.88002,LE71760362002081MTI00,LE71760362002081MTI00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002081MTI00
LE71760362002065MTI00,SAM,MTI,DAY, 176, 036,2002/03/06,2002:065:08:11:21.7303749,2002:065:08:11:48.7868124, 9, 9,   0.61,   1.13,   1.27,   0.04,   0.00,42.40106964,142.48420715,34°36'26.50"N,33°03'56.52"E,35°33'52.96"N,32°15'28.44"E,35°15'49.03"N,34°19'52.50"E,33°56'21.66"N,31°49'11.78"E,33°38'39.08"N,33°51'13.50"E,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57209   (35°34'19.52"N),  31.75627  (31°45'22.57"E), 35.57074   (35°34'14.66"N),  34.36841  (34°22'06.28"E), 33.64087   (33°38'27.13"N),  31.78474   (31°47'05.06"E), 33.63962   (33°38'22.63"N),  34.33708   (34°20'13.49"E),14281,15781,7141,7891,7141,7891,,,240,3.378,2.223,2.543,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.60736,33.0657,35.56471,32.2579,35.26362,34.33125,33.93935,31.81994,33.64419,33.85375,LE71760362002065MTI00,LE71760362002065MTI00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002065MTI00
LE71760362002049MTI00,SAM,MTI,DAY, 176, 036,2002/02/18,2002:049:08:11:17.0699999,2002:049:08:11:44.1234375, 9, 9,   0.49,   0.81,   1.11,   0.03,   0.00,36.88482285,145.548172,34°36'25.70"N,33°05'06.50"E,35°33'57.85"N,32°16'37.81"E,35°15'53.78"N,34°21'01.58"E,33°56'28.46"N,31°50'22.31"E,33°38'45.42"N,33°52'23.66"E,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57496   (35°34'29.86"N),  31.77278  (31°46'22.01"E), 35.57321   (35°34'23.56"N),  34.38831  (34°23'17.92"E), 33.64374   (33°38'37.46"N),  31.80087   (31°48'03.13"E), 33.64211   (33°38'31.60"N),  34.35653   (34°21'23.51"E),14281,15801,7141,7901,7141,7901,,,246,3.119,1.991,2.401,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.60714,33.08514,35.56607,32.27717,35.26494,34.35044,33.94124,31.83953,33.64595,33.87324,LE71760362002049MTI00,LE71760362002049MTI00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002049MTI00
LE71760362002033SGS00,N/A,SGS,DAY, 176, 036,2002/02/02,2002:033:08:11:16.3377569,2002:033:08:11:43.3898194, 9, 9,   0.30,   0.25,   0.53,   0.37,   0.05,32.3102303,148.5033569,34°36'43.20"N,33°04'08.04"E,35°34'13.44"N,32°15'38.52"E,35°16'06.60"N,34°20'04.56"E,33°56'29.04"N,31°49'18.48"E,33°38'43.08"N,33°51'21.96"E,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57496   (35°34'29.86"N),  31.77278  (31°46'22.01"E), 35.57325   (35°34'23.70"N),  34.38500  (34°23'06.00"E), 33.64374   (33°38'37.46"N),  31.80087   (31°48'03.13"E), 33.64214   (33°38'31.70"N),  34.35329   (34°21'11.84"E),14281,15781,7141,7891,7141,7891,,,243,2.873,1.852,2.196,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.612,33.0689,35.5704,32.2607,35.2685,34.3346,33.9414,31.8218,33.6453,33.8561,LE71760362002033SGS00,LE71760362002033SGS00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002033SGS00
LE71760362002017MTI00,SAM,MTI,DAY, 176, 036,2002/01/17,2002:017:08:11:14.0809375,2002:017:08:11:41.1308125, 9, 9,  19.52,  27.19,  35.13,   4.25,  11.51,29.15929031,151.39311218,34°36'23.83"N,33°05'00.67"E,35°33'45.25"N,32°16'27.84"E,35°15'39.96"N,34°20'52.98"E,33°56'16.80"N,31°50'12.41"E,33°38'32.64"N,33°52'15.28"E,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57496   (35°34'29.86"N),  31.77278  (31°46'22.01"E), 35.57325   (35°34'23.70"N),  34.38500  (34°23'06.00"E), 33.64103   (33°38'27.71"N),  31.80091   (31°48'03.28"E), 33.63944   (33°38'21.98"N),  34.35325   (34°21'11.70"E),14301,15781,7151,7891,7151,7891,,,229,2.908,1.605,2.425,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.60662,33.08352,35.56257,32.2744,35.2611,34.34805,33.938,31.83678,33.6424,33.87091,LE71760362002017MTI00,LE71760362002017MTI00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362002017MTI00
LE71760362001350SGS00,N/A,SGS,DAY, 176, 036,2001/12/16,2001:350:08:11:06.1295623,2001:350:08:11:33.1763122, 9, 9,   1.10,   0.89,   1.06,   1.43,   1.02,28.0782471,155.9790039,34°36'43.20"N,33°04'10.20"E,35°34'18.84"N,32°15'44.64"E,35°16'11.64"N,34°20'08.16"E,33°56'31.92"N,31°49'21.00"E,33°38'45.60"N,33°51'21.60"E,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57496   (35°34'29.86"N),  31.77278  (31°46'22.01"E), 35.57325   (35°34'23.70"N),  34.38500  (34°23'06.00"E), 33.64103   (33°38'27.71"N),  31.80091   (31°48'03.28"E), 33.63944   (33°38'21.98"N),  34.35325   (34°21'11.70"E),14301,15781,7151,7891,7151,7891,,,224,3.23,2.251,2.317,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.612,33.0695,35.5719,32.2624,35.2699,34.3356,33.9422,31.8225,33.646,33.856,LE71760362001350SGS00,LE71760362001350SGS00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362001350SGS00
LE71760362001302MTI00,SAM,MTI,DAY, 176, 036,2001/10/29,2001:302:08:10:43.7197499,2001:302:08:11:10.7623749, 9, 9,  40.25,  55.69,  54.13,  33.83,  17.36,38.21839905,154.80401611,34°36'18.83"N,33°05'56.83"E,35°33'52.60"N,32°17'31.16"E,35°15'45.58"N,34°21'56.88"E,33°56'24.40"N,31°51'11.92"E,33°38'38.44"N,33°53'15.36"E,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57242   (35°34'20.71"N),  31.78937  (31°47'21.73"E), 35.57036   (35°34'13.30"N),  34.40150  (34°24'05.40"E), 33.64119   (33°38'28.28"N),  31.81708   (31°49'01.49"E), 33.63926   (33°38'21.34"N),  34.36942   (34°22'09.91"E),14281,15781,7141,7891,7141,7891,,,32,3.812,2.635,2.755,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.60523,33.09912,35.56461,32.29199,35.26266,34.3658,33.94011,31.85331,33.64401,33.8876,LE71760362001302MTI00,LE71760362001302MTI00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362001302MTI00
LE71760362001286SGS00,N/A,SGS,DAY, 176, 036,2001/10/13,2001:286:08:10:36.9516166,2001:286:08:11:03.9922416, 9, 9,  18.50,  11.12,   1.44,  37.84,  23.59,43.207859,151.1493225,34°36'43.20"N,33°04'28.20"E,35°34'16.68"N,32°15'59.04"E,35°16'08.76"N,34°20'26.16"E,33°56'33.36"N,31°49'37.56"E,33°38'46.68"N,33°51'41.76"E,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56695   (35°34'01.02"N),  31.78283  (31°46'58.19"E), 35.56502   (35°33'54.07"N),  34.39479  (34°23'41.24"E), 33.63571   (33°38'08.56"N),  31.81069   (31°48'38.48"E), 33.63392   (33°38'02.11"N),  34.36287   (34°21'46.33"E),14281,15781,7141,7891,7141,7891,,,153,3.947,2.691,2.888,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.612,33.0745,35.5713,32.2664,35.2691,34.3406,33.9426,31.8271,33.6463,33.8616,LE71760362001286SGS00,LE71760362001286SGS00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362001286SGS00
LE71760362001254MTI00,SAM,MTI,DAY, 176, 036,2001/09/11,2001:254:08:11:00.7007499,2001:254:08:11:27.7386249, 9, 9,   2.24,   2.58,   2.51,   1.54,   2.31,52.94763947,139.14004517,34°36'36.90"N,33°03'18.76"E,35°34'02.78"N,32°14'51.94"E,35°16'02.46"N,34°19'13.04"E,33°56'33.61"N,31°48'39.02"E,33°38'54.42"N,33°50'37.75"E,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58010   (35°34'48.36"N),  31.74621  (31°44'46.36"E), 35.57896   (35°34'44.26"N),  34.35861  (34°21'31.00"E), 33.64889   (33°38'56.00"N),  31.77492   (31°46'29.71"E), 33.64784   (33°38'52.22"N),  34.32750   (34°19'39.00"E),14281,15781,7141,7891,7141,7891,,,109,4.44,3.301,2.969,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.61025,33.05521,35.56744,32.24776,35.26735,34.32029,33.94267,31.81084,33.64845,33.84382,LE71760362001254MTI00,LE71760362001254MTI00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362001254MTI00
LE71760362001238SGS01,N/A,SGS,DAY, 176, 036,2001/08/26,2001:238:08:11:12.2786735,2001:238:08:11:39.3151110, 9, 9,   0.08,   0.19,   0.03,   0.10,   0.00,56.9820862,131.4109497,34°36'43.20"N,33°02'25.44"E,35°34'00.84"N,32°13'53.40"E,35°16'00.48"N,34°18'16.92"E,33°56'16.80"N,31°47'38.76"E,33°38'37.32"N,33°49'39.36"E,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56661   (35°33'59.80"N),  31.74973  (31°44'59.03"E), 35.56540   (35°33'55.44"N),  34.36170  (34°21'42.12"E), 33.63540   (33°38'07.44"N),  31.77835   (31°46'42.06"E), 33.63427   (33°38'03.37"N),  34.33053   (34°19'49.91"E),14281,15781,7141,7891,7141,7891,,,187,3.864,2.651,2.811,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.612,33.0404,35.5669,32.2315,35.2668,34.3047,33.938,31.7941,33.6437,33.8276,LE71760362001238SGS01,LE71760362001238SGS01,http://earthexplorer.usgs.gov/download/options/5441/LE71760362001238SGS01
LE71760362001222MTI00,SAM,MTI,DAY, 176, 036,2001/08/10,2001:222:08:11:23.4447500,2001:222:08:11:50.4790624, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,60.28738785,123.62878418,34°36'36.76"N,33°03'54.79"E,35°34'00.19"N,32°15'22.79"E,35°15'59.22"N,34°19'47.78"E,33°56'32.86"N,31°49'08.98"E,33°38'52.62"N,33°51'11.56"E,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57746   (35°34'38.86"N),  31.75287  (31°45'10.33"E), 35.57614   (35°34'34.10"N),  34.36850  (34°22'06.60"E), 33.64625   (33°38'46.50"N),  31.78143   (31°46'53.15"E), 33.64503   (33°38'42.11"N),  34.33717   (34°20'13.81"E),14281,15801,7141,7901,7141,7901,,,153,4.564,3.197,3.257,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,34.61021,33.06522,35.56672,32.25633,35.26645,34.32994,33.94246,31.81916,33.64795,33.85321,LE71760362001222MTI00,LE71760362001222MTI00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362001222MTI00
