Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LT51760362003268MTI01,LANDSAT_5,N/A,MTI,DAY, 176, 036,2,2003/09/25,2003:268:08:00:05.16463,2003:268:08:00:31.77744,BUMPER_MODE,9,9,9,9,9,9,9,9,0,0,0,0,0,47.70569806,141.43976415, 34.61752   (34°37'03.07"N),  33.09633   (33°05'46.79"E), 35.54909   (35°32'56.72"N),  32.31691  (32°19'00.88"E), 35.25729   (35°15'26.24"N),  34.32200   (34°19'19.20"E), 33.96665   (33°57'59.94"N),  31.88856   (31°53'18.82"E), 33.68020 (33°40'48.72"N),  33.85733   (33°51'26.39"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56167   (35°33'42.01"N),  31.79615   (31°47'46.14"N), 35.55942   (35°33'33.91"N),  34.41124   (34°24'40.46"N), 33.64125   (33°38'28.50"N),  31.82355  (31°49'24.78"E), 33.63915   (33°38'20.94"N),  34.37912   (34°22'44.83"N),7901,7101,7101,7901,183,4.191,2.985,2.942,.133,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61752,33.09633,35.54909,32.31691,35.25729,34.322,33.96665,31.88856,33.6802,33.85733,LT51760362003268MTI01,LT51760362003268MTI01,http://earthexplorer.usgs.gov/download/options/5440/LT51760362003268MTI01
LT51760362003252MTI01,LANDSAT_5,N/A,MTI,DAY, 176, 036,2,2003/09/09,2003:252:07:59:51.38225,2003:252:08:00:17.99506,BUMPER_MODE,9,9,9,9,9,9,9,9,0,0,0,0,0,52.03361523,134.24834195, 34.61635   (34°36'58.86"N),  33.09488   (33°05'41.57"E), 35.54792   (35°32'52.51"N),  32.31547  (32°18'55.69"E), 35.25612   (35°15'22.03"N),  34.32053   (34°19'13.91"E), 33.96548   (33°57'55.73"N),  31.88712   (31°53'13.63"E), 33.67903 (33°40'44.51"N),  33.85588   (33°51'21.17"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56167   (35°33'42.01"N),  31.79615   (31°47'46.14"N), 35.55946   (35°33'34.06"N),  34.40793   (34°24'28.55"N), 33.64125   (33°38'28.50"N),  31.82355  (31°49'24.78"E), 33.63919   (33°38'21.08"N),  34.37589   (34°22'33.20"N),7891,7101,7101,7891,179,4.279,3.208,2.832,.142,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61635,33.09488,35.54792,32.31547,35.25612,34.32053,33.96548,31.88712,33.67903,33.85588,LT51760362003252MTI01,LT51760362003252MTI01,http://earthexplorer.usgs.gov/download/options/5440/LT51760362003252MTI01
LT51760362003220MTI01,LANDSAT_5,N/A,MTI,DAY, 176, 036,2,2003/08/08,2003:220:07:59:17.27450,2003:220:07:59:43.88738,BUMPER_MODE,7,7,7,7,7,7,7,7,0,0,0,0,0,58.58078318,118.60970599, 34.61563   (34°36'56.27"N),  33.10471   (33°06'16.96"E), 35.54720   (35°32'49.92"N),  32.32531  (32°19'31.12"E), 35.25540   (35°15'19.44"N),  34.33035   (34°19'49.26"E), 33.96476   (33°57'53.14"N),  31.89696   (31°53'49.06"E), 33.67831 (33°40'41.92"N),  33.86570   (33°51'56.52"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.55897   (35°33'32.29"N),  31.79619   (31°47'46.28"N), 35.55664   (35°33'23.90"N),  34.41782   (34°25'04.15"N), 33.63854   (33°38'18.74"N),  31.82359  (31°49'24.92"E), 33.63638   (33°38'10.97"N),  34.38555   (34°23'07.98"N),7921,7101,7101,7921,140,4.441,3.273,3.002,.181,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61563,33.10471,35.5472,32.32531,35.2554,34.33035,33.96476,31.89696,33.67831,33.8657,LT51760362003220MTI01,LT51760362003220MTI01,http://earthexplorer.usgs.gov/download/options/5440/LT51760362003220MTI01
LT51760362003204MTI01,LANDSAT_5,N/A,MTI,DAY, 176, 036,2,2003/07/23,2003:204:07:58:59.59225,2003:204:07:59:26.20513,BUMPER_MODE,9,9,9,9,9,9,9,9,0,0,0,0,0,60.82134866,112.23254003, 34.61743   (34°37'02.75"N),  33.10676   (33°06'24.34"E), 35.54900   (35°32'56.40"N),  32.32734  (32°19'38.42"E), 35.25720   (35°15'25.92"N),  34.33243   (34°19'56.75"E), 33.96656   (33°57'59.62"N),  31.89899   (31°53'56.36"E), 33.68011 (33°40'48.40"N),  33.86776   (33°52'03.94"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56988   (35°34'11.57"N),  31.80596   (31°48'21.46"N), 35.56734   (35°34'02.42"N),  34.42793   (34°25'40.55"N), 33.64946   (33°38'58.06"N),  31.83315  (31°49'59.34"E), 33.64709   (33°38'49.52"N),  34.39543   (34°23'43.55"N),7921,7101,7101,7921,150,4.640,3.386,3.172,.194,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61743,33.10676,35.549,32.32734,35.2572,34.33243,33.96656,31.89899,33.68011,33.86776,LT51760362003204MTI01,LT51760362003204MTI01,http://earthexplorer.usgs.gov/download/options/5440/LT51760362003204MTI01
LT51760362003188MTI01,LANDSAT_5,N/A,MTI,DAY, 176, 036,2,2003/07/07,2003:188:07:58:43.15706,2003:188:07:59:09.77000,BUMPER_MODE,9,9,9,9,9,9,9,9,10,0,0,30,0,62.47329586,108.27115563, 34.62033   (34°37'13.19"N),  33.10098   (33°06'03.53"E), 35.55191   (35°33'06.88"N),  32.32154  (32°19'17.54"E), 35.26009   (35°15'36.32"N),  34.32670   (34°19'36.12"E), 33.96947   (33°58'10.09"N),  31.89316   (31°53'35.38"E), 33.68301 (33°40'58.84"N),  33.86200   (33°51'43.20"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56982   (35°34'11.35"N),  31.79934   (31°47'57.62"N), 35.56742   (35°34'02.71"N),  34.42132   (34°25'16.75"N), 33.64939   (33°38'57.80"N),  31.82668  (31°49'36.05"E), 33.64716   (33°38'49.78"N),  34.38896   (34°23'20.26"N),7921,7101,7101,7921,145,5.529,4.558,3.13,.205,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62033,33.10098,35.55191,32.32154,35.26009,34.3267,33.96947,31.89316,33.68301,33.862,LT51760362003188MTI01,LT51760362003188MTI01,http://earthexplorer.usgs.gov/download/options/5440/LT51760362003188MTI01
LT51760362002169MTI00,LANDSAT_5,N/A,MTI,DAY, 176, 036,2,2002/06/18,2002:169:07:58:33.39144,2002:169:07:59:00.00444,N,9,9,9,9,9,9,9,9,0,0,0,0,0,63.59506834,107.75828478, 34.63449   (34°38'04.16"N),  33.02451   (33°01'28.24"E), 35.56608   (35°33'57.89"N),  32.24496  (32°14'41.86"E), 35.27422   (35°16'27.19"N),  34.25046   (34°15'01.66"E), 33.98365   (33°59'01.14"N),  31.81648   (31°48'59.33"E), 33.69715 (33°41'49.74"N),  33.78563   (33°47'08.27"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56630   (35°33'58.68"N),  31.71994   (31°43'11.78"N), 35.56566   (35°33'56.38"N),  34.33853   (34°20'18.71"N), 33.64593   (33°38'45.35"N),  31.74908  (31°44'56.69"E), 33.64534   (33°38'43.22"N),  34.30806   (34°18'29.02"N),7911,7101,7101,7911,159,4.545,3.279,3.147,.189,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.63449,33.02451,35.56608,32.24496,35.27422,34.25046,33.98365,31.81648,33.69715,33.78563,LT51760362002169MTI00,LT51760362002169MTI00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362002169MTI00
LT51760362002137MTI00,LANDSAT_5,N/A,MTI,DAY, 176, 036,2,2002/05/17,2002:137:07:59:19.06344,2002:137:07:59:45.67644,N,9,9,9,9,9,9,9,9,0,0,0,0,0,62.27687968,116.71533262, 34.63309   (34°37'59.12"N),  33.01469   (33°00'52.88"E), 35.56468   (35°33'52.85"N),  32.23515  (32°14'06.54"E), 35.27282   (35°16'22.15"N),  34.24061   (34°14'26.20"E), 33.98225   (33°58'56.10"N),  31.80668   (31°48'24.05"E), 33.69575 (33°41'44.70"N),  33.77580   (33°46'32.88"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57975   (35°34'47.10"N),  31.71311   (31°42'47.20"N), 35.57926   (35°34'45.34"N),  34.33213   (34°19'55.67"N), 33.65939   (33°39'33.80"N),  31.74242  (31°44'32.71"E), 33.65893   (33°39'32.15"N),  34.30179   (34°18'06.44"N),7911,7101,7101,7911,166,4.188,3.037,2.884,.17,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.63309,33.01469,35.56468,32.23515,35.27282,34.24061,33.98225,31.80668,33.69575,33.7758,LT51760362002137MTI00,LT51760362002137MTI00,http://earthexplorer.usgs.gov/download/options/5440/LT51760362002137MTI00
LT51760362000260AAA02,LANDSAT_5,N/A,AAA,DAY, 176, 036,2,2000/09/16,2000:260:08:00:40.27375,2000:260:08:01:07.38744,N,7,7,7,7,7,7,7,7,10,30,10,10,0,50.11643743,138.08739597, 34.62721   (34°37'37.96"N),  33.07036   (33°04'13.30"E), 35.55879   (35°33'31.64"N),  32.29086  (32°17'27.10"E), 35.26696   (35°16'01.06"N),  34.29619   (34°17'46.28"E), 33.97636   (33°58'34.90"N),  31.86244   (31°51'44.78"E), 33.68988 (33°41'23.57"N),  33.83143   (33°49'53.15"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58040   (35°34'49.44"N),  31.77600   (31°46'33.60"N), 35.57877   (35°34'43.57"N),  34.37517   (34°22'30.61"N), 33.63836   (33°38'18.10"N),  31.80418  (31°48'15.05"E), 33.63684   (33°38'12.62"N),  34.34351   (34°20'36.64"N),7851,7181,7181,7851,48,4.682,3.075,3.531,2.082,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62721,33.07036,35.55879,32.29086,35.26696,34.29619,33.97636,31.86244,33.68988,33.83143,LT51760362000260AAA02,LT51760362000260AAA02,http://earthexplorer.usgs.gov/download/options/5440/LT51760362000260AAA02
LT51760362000228XXX04,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,2000/08/15,2000:228:08:00:04.33488,2000:228:08:00:31.44738,N,9,9,9,9,9,9,9,9,0,0,0,0,0,57.37976812,122.44096753, 34.62082   (34°37'14.95"N),  33.07237   (33°04'20.53"E), 35.55240   (35°33'08.64"N),  32.29292  (32°17'34.51"E), 35.26058   (35°15'38.09"N),  34.29810   (34°17'53.16"E), 33.96996   (33°58'11.86"N),  31.86454   (31°51'52.34"E), 33.68349 (33°41'00.56"N),  33.83340   (33°50'00.24"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58044   (35°34'49.58"N),  31.77931   (31°46'45.52"N), 35.57874   (35°34'43.46"N),  34.37848   (34°22'42.53"N), 33.64109   (33°38'27.92"N),  31.80738  (31°48'26.57"E), 33.63951   (33°38'22.24"N),  34.34678   (34°20'48.41"N),7851,7171,7171,7851,186,4.396,3.289,2.916,.159,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62082,33.07237,35.5524,32.29292,35.26058,34.2981,33.96996,31.86454,33.68349,33.8334,LT51760362000228XXX04,LT51760362000228XXX04,http://earthexplorer.usgs.gov/download/options/5440/LT51760362000228XXX04
LT51760362000212XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,2000/07/30,2000:212:07:59:37.23144,2000:212:08:00:04.34356,N,9,9,9,9,9,9,9,9,0,0,0,0,0,59.90859784,115.21722949, 34.61317   (34°36'47.41"N),  33.10505   (33°06'18.18"E), 35.54474   (35°32'41.06"N),  32.32567  (32°19'32.41"E), 35.25295   (35°15'10.62"N),  34.33065   (34°19'50.34"E), 33.96229   (33°57'44.24"N),  31.89734   (31°53'50.42"E), 33.67586 (33°40'33.10"N),  33.86602   (33°51'57.67"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56721   (35°34'01.96"N),  31.80931   (31°48'33.52"N), 35.56487   (35°33'53.53"N),  34.40803   (34°24'28.91"N), 33.62784   (33°37'40.22"N),  31.83667  (31°50'12.01"E), 33.62566   (33°37'32.38"N),  34.37568   (34°22'32.45"N),7851,7171,7171,7851,179,4.701,3.551,3.08,.173,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61317,33.10505,35.54474,32.32567,35.25295,34.33065,33.96229,31.89734,33.67586,33.86602,LT51760362000212XXX02,LT51760362000212XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760362000212XXX02
LT51760362000132XXX01,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,2000/05/11,2000:132:07:58:09.04369,2000:132:07:58:36.15213,N,9,9,9,9,9,9,9,9,0,0,0,0,0,61.22162972,118.50462218, 34.62736   (34°37'38.50"N),  33.04151   (33°02'29.44"E), 35.55894   (35°33'32.18"N),  32.26201  (32°15'43.24"E), 35.26711   (35°16'01.60"N),  34.26734   (34°16'02.42"E), 33.97651   (33°58'35.44"N),  31.83359   (31°50'00.92"E), 33.69003 (33°41'24.11"N),  33.80258   (33°48'09.29"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57465   (35°34'28.74"N),  31.74298   (31°44'34.73"N), 35.57370   (35°34'25.32"N),  34.34528   (34°20'43.01"N), 33.63533   (33°38'07.19"N),  31.77188  (31°46'18.77"E), 33.63445   (33°38'04.02"N),  34.31436   (34°18'51.70"N),7861,7171,7171,7861,202,4.028,2.965,2.727,.15,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62736,33.04151,35.55894,32.26201,35.26711,34.26734,33.97651,31.83359,33.69003,33.80258,LT51760362000132XXX01,LT51760362000132XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT51760362000132XXX01
LT51760362000100XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,2000/04/09,2000:100:07:56:51.17163,2000:100:07:57:18.27875,N,7,7,7,7,7,7,7,7,40,60,60,0,20,52.77516082,129.66224178, 34.60612   (34°36'22.03"N),  33.17094   (33°10'15.38"E), 35.53768   (35°32'15.65"N),  32.39161  (32°23'29.80"E), 35.24591   (35°14'45.28"N),  34.39643   (34°23'47.15"E), 33.95523   (33°57'18.83"N),  31.96334   (31°57'48.02"E), 33.66881 (33°40'07.72"N),  33.93186   (33°55'54.70"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.51914   (35°31'08.90"N),  31.87288   (31°52'22.37"N), 35.51549   (35°30'55.76"N),  34.46671   (34°28'00.16"N), 33.57971   (33°34'46.96"N),  31.89874  (31°53'55.46"E), 33.57631   (33°34'34.72"N),  34.43307   (34°25'59.05"N),7841,7171,7171,7841,64,4.336,3.312,2.799,.146,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60612,33.17094,35.53768,32.39161,35.24591,34.39643,33.95523,31.96334,33.66881,33.93186,LT51760362000100XXX02,LT51760362000100XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760362000100XXX02
LT51760362000084XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,2000/03/24,2000:084:07:56:37.59388,2000:084:07:57:04.69938,N,7,7,7,7,7,7,7,7,0,0,0,0,0,47.17122602,134.04516465, 34.60953   (34°36'34.31"N),  33.12730   (33°07'38.28"E), 35.54109   (35°32'27.92"N),  32.34794  (32°20'52.58"E), 35.24932   (35°14'57.55"N),  34.35285   (34°21'10.26"E), 33.95865   (33°57'31.14"N),  31.91965   (31°55'10.74"E), 33.67222 (33°40'19.99"N),  33.88825   (33°53'17.70"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.56744   (35°34'02.78"N),  31.83248   (31°49'56.93"N), 35.56456   (35°33'52.42"N),  34.43451   (34°26'04.24"N), 33.62806   (33°37'41.02"N),  31.85931  (31°51'33.52"E), 33.62537   (33°37'31.33"N),  34.40154   (34°24'05.54"N),7861,7171,7171,7861,222,3.699,2.637,2.594,.12,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60953,33.1273,35.54109,32.34794,35.24932,34.35285,33.95865,31.91965,33.67222,33.88825,LT51760362000084XXX02,LT51760362000084XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760362000084XXX02
LT51760362000052XXX03,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,2000/02/21,2000:052:07:56:04.37500,2000:052:07:56:31.47781,N,9,9,9,9,9,9,9,9,50,80,40,40,30,35.79742256,141.04366582, 34.63449   (34°38'04.16"N),  33.02478   (33°01'29.21"E), 35.56608   (35°33'57.89"N),  32.24523  (32°14'42.83"E), 35.27422   (35°16'27.19"N),  34.25073   (34°15'02.63"E), 33.98365   (33°59'01.14"N),  31.81675   (31°49'00.30"E), 33.69715 (33°41'49.74"N),  33.78590   (33°47'09.24"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1G,,GEOTIFF,PREDICTIVE, 35.63692   (35°38'12.91"N),  31.74864   (31°44'55.10"N), 35.63616   (35°38'10.18"N),  34.32314   (34°19'23.30"N), 33.60564   (33°36'20.30"N),  31.77877  (31°46'43.57"E), 33.60493   (33°36'17.75"N),  34.29128   (34°17'28.61"N),7771,7511,7511,7771,,,,,,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.63449,33.02478,35.56608,32.24523,35.27422,34.25073,33.98365,31.81675,33.69715,33.7859,LT51760362000052XXX03,LT51760362000052XXX03,http://earthexplorer.usgs.gov/download/options/5440/LT51760362000052XXX03
LT51760362000036AAA02,LANDSAT_5,N/A,AAA,DAY, 176, 036,2,2000/02/05,2000:036:07:56:38.40350,2000:036:07:57:05.50431,N,7,7,7,7,7,7,7,7,50,40,70,20,50,31.26145779,144.40474323, 34.63770   (34°38'15.72"N),  32.99021   (32°59'24.76"E), 35.56930   (35°34'09.48"N),  32.21063  (32°12'38.27"E), 35.27742   (35°16'38.71"N),  34.21621   (34°12'58.36"E), 33.98687   (33°59'12.73"N),  31.78213   (31°46'55.67"E), 33.70035 (33°42'01.26"N),  33.75136   (33°45'04.90"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.64721   (35°38'49.96"N),  31.69877   (31°41'55.57"N), 35.64730   (35°38'50.28"N),  34.29350   (34°17'36.60"N), 33.70795   (33°42'28.62"N),  31.72876  (31°43'43.54"E), 33.70803   (33°42'28.91"N),  34.26369   (34°15'49.28"N),7831,7171,7171,7831,52,3.979,2.492,3.102,.13,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.6377,32.99021,35.5693,32.21063,35.27742,34.21621,33.98687,31.78213,33.70035,33.75136,LT51760362000036AAA02,LT51760362000036AAA02,http://earthexplorer.usgs.gov/download/options/5440/LT51760362000036AAA02
LT51760362000004XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,2000/01/04,2000:004:07:57:30.96725,2000:004:07:57:58.06769,N,9,9,9,9,9,9,9,9,60,40,80,40,80,26.48862473,150.41703805, 34.64164   (34°38'29.90"N),  32.97194   (32°58'18.98"E), 35.57324   (35°34'23.66"N),  32.19233  (32°11'32.39"E), 35.28135   (35°16'52.86"N),  34.19800   (34°11'52.80"E), 33.99082   (33°59'26.95"N),  31.76380   (31°45'49.68"E), 33.70429 (33°42'15.44"N),  33.73311   (33°43'59.20"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1G,,GEOTIFF,PREDICTIVE, 35.60077   (35°36'02.77"N),  31.65647   (31°39'23.29"N), 35.60164   (35°36'05.90"N),  34.26296   (34°15'46.66"N), 33.66152   (33°39'41.47"N),  31.68738  (31°41'14.57"E), 33.66233   (33°39'44.39"N),  34.23390   (34°14'02.04"N),7871,7171,7171,7871,,,,,,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.64164,32.97194,35.57324,32.19233,35.28135,34.198,33.99082,31.7638,33.70429,33.73311,LT51760362000004XXX02,LT51760362000004XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760362000004XXX02
LT51760361999225AAA02,LANDSAT_5,N/A,AAA,DAY, 176, 036,2,1999/08/13,1999:225:08:00:03.69050,1999:225:08:00:30.78388,N,9,9,9,9,9,9,9,9,0,0,0,0,0,57.87711131,121.12988377, 34.63831   (34°38'17.92"N),  33.01001   (33°00'36.04"E), 35.56991   (35°34'11.68"N),  32.23043  (32°13'49.55"E), 35.27803   (35°16'40.91"N),  34.23602   (34°14'09.67"E), 33.98748   (33°59'14.93"N),  31.80192   (31°48'06.91"E), 33.70096 (33°42'03.46"N),  33.77116   (33°46'16.18"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.59323   (35°35'35.63"N),  31.70958   (31°42'34.49"N), 35.59296   (35°35'34.66"N),  34.31580   (34°18'56.88"N), 33.65395   (33°39'14.22"N),  31.73926  (31°44'21.34"E), 33.65369   (33°39'13.28"N),  34.28554   (34°17'07.94"N),7871,7171,7171,7871,182,4.418,3.313,2.923,.159,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.63831,33.01001,35.56991,32.23043,35.27803,34.23602,33.98748,31.80192,33.70096,33.77116,LT51760361999225AAA02,LT51760361999225AAA02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361999225AAA02
LT51760361999081XXX01,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1999/03/22,1999:081:08:01:20.58769,1999:081:08:01:47.67281,N,9,9,9,9,9,9,9,9,50,30,0,20,20,46.85288053,136.13159958, 34.62148   (34°37'17.33"N),  33.06813   (33°04'05.27"E), 35.55306   (35°33'11.02"N),  32.28868  (32°17'19.25"E), 35.26124   (35°15'40.46"N),  34.29387   (34°17'37.93"E), 33.97062   (33°58'14.23"N),  31.86029   (31°51'37.04"E), 33.68415 (33°41'02.94"N),  33.82916   (33°49'44.98"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56959   (35°34'10.52"N),  31.77617   (31°46'34.21"N), 35.56796   (35°34'04.66"N),  34.37498   (34°22'29.93"N), 33.63295   (33°37'58.62"N),  31.80426  (31°48'15.34"E), 33.63143   (33°37'53.15"N),  34.34342   (34°20'36.31"N),7851,7161,7161,7851,91,3.993,2.925,2.718,.141,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62148,33.06813,35.55306,32.28868,35.26124,34.29387,33.97062,31.86029,33.68415,33.82916,LT51760361999081XXX01,LT51760361999081XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT51760361999081XXX01
LT51760361999033XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1999/02/02,1999:033:08:01:32.33800,1999:033:08:01:59.42106,N,9,9,9,9,9,9,9,9,0,0,0,0,0,31.16284862,146.1386833, 34.62397   (34°37'26.29"N),  33.07966   (33°04'46.78"E), 35.55555   (35°33'19.98"N),  32.30019  (32°18'00.68"E), 35.26372   (35°15'49.39"N),  34.30544   (34°18'19.58"E), 33.97311   (33°58'23.20"N),  31.87179   (31°52'18.44"E), 33.68664 (33°41'11.90"N),  33.84071   (33°50'26.56"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58044   (35°34'49.58"N),  31.77931   (31°46'45.52"N), 35.57885   (35°34'43.86"N),  34.36854   (34°22'06.74"N), 33.64380   (33°38'37.68"N),  31.80734  (31°48'26.42"E), 33.64232   (33°38'32.35"N),  34.33712   (34°20'13.63"N),7821,7161,7161,7821,243,3.028,1.829,2.413,.065,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62397,33.07966,35.55555,32.30019,35.26372,34.30544,33.97311,31.87179,33.68664,33.84071,LT51760361999033XXX02,LT51760361999033XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361999033XXX02
