browseAvailable,browseURL,sceneID,sensor,acquisitionDate,dateUpdated,path,row,upperLeftCornerLatitude,upperLeftCornerLongitude,upperRightCornerLatitude,upperRightCornerLongitude,lowerLeftCornerLatitude,lowerLeftCornerLongitude,lowerRightCornerLatitude,lowerRightCornerLongitude,sceneCenterLatitude,sceneCenterLongitude,cloudCover,cloudCoverFull,FULL_UL_QUAD_CCA,FULL_UR_QUAD_CCA,FULL_LL_QUAD_CCA,FULL_LR_QUAD_CCA,dayOrNight,flightPath,sunElevation,sunAzimuth,receivingStation,sceneStartTime,sceneStopTime,imageQuality1,imageQuality2,gainBand1,gainBand2,gainBand3,gainBand4,gainBand5,gainBand6H,gainBand6L,gainBand7,gainBand8,gainChangeBand1,gainChangeBand2,gainChangeBand3,gainChangeBand4,gainChangeBand5,gainChangeBand6H,gainChangeBand6L,gainChangeBand7,gainChangeBand8,DATA_TYPE_L1,cartURL,DATE_ACQUIRED_GAP_FILL,DATUM,ELEVATION_SOURCE,ELLIPSOID,EPHEMERIS_TYPE,FALSE_EASTING,FALSE_NORTHING,GAP_FILL,GROUND_CONTROL_POINTS_MODEL,GEOMETRIC_RMSE_MODEL,GEOMETRIC_RMSE_MODEL_X,GEOMETRIC_RMSE_MODEL_Y,GRID_CELL_SIZE_PANCHROMATIC,GRID_CELL_SIZE_REFLECTIVE,GRID_CELL_SIZE_THERMAL,MAP_PROJECTION_L1,ORIENTATION,OUTPUT_FORMAT,PANCHROMATIC_LINES,PANCHROMATIC_SAMPLES,L1_AVAILABLE,REFLECTIVE_LINES,REFLECTIVE_SAMPLES,RESAMPLING_OPTION,SCAN_GAP_INTERPOLATION,THERMAL_LINES,THERMAL_SAMPLES,TRUE_SCALE_LAT,UTM_ZONE,VERTICAL_LON_FROM_POLE,PROCESSING_SOFTWARE_VERSION,CPF_NAME,GROUND_CONTROL_POINTS_VERSION,DATE_L1_GENERATED
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013303SG100.jpg,LE71760362013303SG100,LANDSAT_ETM_SLC_OFF,2013-10-30,2015-01-05,176,36,35.55547,32.31116,35.25408,34.384,33.9481,31.87734,33.65245,33.91109,34.60496,33.12053,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,38.54628372,157.27845764,SG1,2013:303:08:18:30.5346875,2013:303:08:18:57.2886250,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013303SG100,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,138,3.977,2.6,3.01,15,30,30,UTM,NORTH_UP,GEOTIFF,14221,16201,Y,7111,8101,CUBIC_CONVOLUTION,2,7111,8101,,36,,LPGS_12.5.0,L7CPF20131001_20131231.08,,2015-01-05 11:44:14
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013287ASN00.jpg,LE71760362013287ASN00,LANDSAT_ETM_SLC_OFF,2013-10-14,2015-01-05,176,36,35.55333,32.29822,35.25193,34.37034,33.94643,31.86484,33.65086,33.89793,34.60476,33.10798,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,43.61861038,153.95687866,ASN,2013:287:08:18:26.4836250,2013:287:08:18:53.2376250,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013287ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,126,4.145,2.72,3.128,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16201,Y,7101,8101,CUBIC_CONVOLUTION,2,7101,8101,,36,,LPGS_12.5.0,L7CPF20131001_20131231.08,,2015-01-05 11:47:48
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013271ASN00.jpg,LE71760362013271ASN00,LANDSAT_ETM_SLC_OFF,2013-09-28,2015-01-05,176,36,35.55192,32.32097,35.2506,34.39264,33.94455,31.88728,33.64893,33.91985,34.60483,33.13058,0,   5.20,   4.81,   2.34,   4.58,   9.08,DAY,DAY,48.77845764,148.89680481,ASN,2013:271:08:18:13.0351874,2013:271:08:18:39.7891875,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013271ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,63,4.081,2.632,3.119,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16201,Y,7131,8101,CUBIC_CONVOLUTION,2,7131,8101,,36,,LPGS_12.5.0,L7CPF20130807_20130930.10,,2015-01-05 11:47:17
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013223ASN00.jpg,LE71760362013223ASN00,LANDSAT_ETM_SLC_OFF,2013-08-11,2015-01-05,176,36,35.55393,32.33472,35.25206,34.40808,33.94705,31.90097,33.65109,33.93525,34.60419,33.14443,0,   3.19,   0.56,   1.45,   4.60,   6.16,DAY,DAY,61.19763565,126.47784424,ASN,2013:223:08:17:39.9379999,2013:223:08:18:06.6920624,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013223ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,74,5.181,3.207,4.069,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16201,Y,7131,8101,CUBIC_CONVOLUTION,2,7131,8101,,36,,LPGS_12.5.0,L7CPF20130807_20130930.10,,2015-01-05 11:50:23
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013207ASN00.jpg,LE71760362013207ASN00,LANDSAT_ETM_SLC_OFF,2013-07-26,2015-01-05,176,36,35.55702,32.29529,35.25681,34.36915,33.94958,31.86255,33.65514,33.8973,34.60879,33.10608,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,63.83981705,119.40293884,ASN,2013:207:08:17:44.4172500,2013:207:08:18:11.1712499,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013207ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,70,5.562,2.933,4.726,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16201,Y,7131,8101,CUBIC_CONVOLUTION,2,7131,8101,,36,,LPGS_12.5.0,L7CPF20130701_20130806.10,,2015-01-05 11:49:20
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013191ASN00.jpg,LE71760362013191ASN00,LANDSAT_ETM_SLC_OFF,2013-07-10,2015-01-05,176,36,35.55408,32.30044,35.25391,34.3737,33.94673,31.86835,33.65222,33.9025,34.60851,33.11192,0,   3.25,   0.33,   0.07,   2.68,   9.91,DAY,DAY,65.82008362,114.61045074,ASN,2013:191:08:17:50.8407499,2013:191:08:18:17.5947500,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013191ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,84,8.836,8.041,3.662,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16181,Y,7131,8091,CUBIC_CONVOLUTION,2,7131,8091,,36,,LPGS_12.5.0,L7CPF20130701_20130806.10,,2015-01-05 11:49:30
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013175ASN00.jpg,LE71760362013175ASN00,LANDSAT_ETM_SLC_OFF,2013-06-24,2015-01-05,176,36,35.55447,32.28155,35.25438,34.35365,33.9468,31.84875,33.65239,33.88177,34.6082,33.09212,0,   0.09,   0.01,   0.00,   0.06,   0.26,DAY,DAY,67.08626556,113.14230347,ASN,2013:175:08:18:02.7301249,2013:175:08:18:29.4841250,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013175ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,64,4.579,3.257,3.218,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16181,Y,7131,8091,CUBIC_CONVOLUTION,2,7131,8091,,36,,LPGS_12.5.0,L7CPF20130401_20130630.09,,2015-01-05 11:51:32
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013143SG100.jpg,LE71760362013143SG100,LANDSAT_ETM_SLC_OFF,2013-05-23,2015-01-05,176,36,35.55597,32.27575,35.25594,34.34726,33.94876,31.84329,33.65443,33.87569,34.60806,33.08537,0,   0.94,   1.23,   0.01,   2.33,   0.17,DAY,DAY,66.46936035,120.79965973,SG1,2013:143:08:18:17.0701874,2013:143:08:18:43.8242499,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013143SG100,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,78,4.621,2.985,3.527,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16181,Y,7131,8091,CUBIC_CONVOLUTION,2,7131,8091,,36,,LPGS_12.5.0,L7CPF20130401_20130630.09,,2015-01-05 11:55:40
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013127SG100.jpg,LE71760362013127SG100,LANDSAT_ETM_SLC_OFF,2013-05-07,2015-01-05,176,36,35.55613,32.28838,35.2559,34.36083,33.94917,31.85565,33.65472,33.88898,34.608,33.09921,0,   0.12,   0.37,   0.03,   0.00,   0.07,DAY,DAY,63.92772293,127.34490967,SG1,2013:127:08:18:19.8566875,2013:127:08:18:46.6106874,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013127SG100,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,76,4.85,3.535,3.32,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16181,Y,7101,8091,CUBIC_CONVOLUTION,2,7101,8091,,36,,LPGS_12.5.0,L7CPF20130401_20130630.09,,2015-01-05 11:56:29
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013111ASN00.jpg,LE71760362013111ASN00,LANDSAT_ETM_SLC_OFF,2013-04-21,2015-01-05,176,36,35.55637,32.29972,35.25587,34.37294,33.94914,31.86755,33.65449,33.90166,34.60757,33.11034,2,  25.27,  47.38,  25.39,  18.11,  10.21,DAY,DAY,59.84433746,133.34408569,ASN,2013:111:08:18:22.3858125,2013:111:08:18:49.1398750,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013111ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,35,3.953,2.785,2.805,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16181,Y,7131,8091,CUBIC_CONVOLUTION,2,7131,8091,,36,,LPGS_12.5.0,L7CPF20130401_20130630.09,,2015-01-05 11:57:06
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013095ASN00.jpg,LE71760362013095ASN00,LANDSAT_ETM_SLC_OFF,2013-04-05,2015-01-05,176,36,35.55383,32.29026,35.25318,34.36394,33.94686,31.85755,33.65215,33.89217,34.60764,33.10196,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,54.58762741,138.12660217,ASN,2013:095:08:18:29.3188749,2013:095:08:18:56.0729374,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013095ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,148,4.341,3.169,2.967,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16201,Y,7131,8101,CUBIC_CONVOLUTION,2,7131,8101,,36,,LPGS_12.5.0,L7CPF20130401_20130630.09,,2015-01-05 12:02:32
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013079ASN00.jpg,LE71760362013079ASN00,LANDSAT_ETM_SLC_OFF,2013-03-20,2015-01-05,176,36,35.55537,32.29432,35.25479,34.36745,33.94804,31.86238,33.65321,33.89643,34.60768,33.10614,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,48.6835289,141.86210632,ASN,2013:079:08:18:32.2671250,2013:079:08:18:59.0211875,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013079ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,170,4.417,3.092,3.154,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16201,Y,7101,8101,CUBIC_CONVOLUTION,2,7101,8101,,36,,LPGS_12.5.0,L7CPF20130301_20130331.10,,2015-01-05 12:02:55
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013063ASN00.jpg,LE71760362013063ASN00,LANDSAT_ETM_SLC_OFF,2013-03-04,2015-01-05,176,36,35.55544,32.29475,35.25493,34.3671,33.9485,31.86216,33.65374,33.89545,34.6074,33.10492,3,  39.45,  60.87,  47.81,  34.59,  14.51,DAY,DAY,42.70012665,144.98934937,ASN,2013:063:08:18:35.3265625,2013:063:08:19:02.0806250,9,9,H,H,H,H,H,H,L,H,L,HH,HH,HH,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013063ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,16,3.528,1.935,2.95,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16161,Y,7101,8081,CUBIC_CONVOLUTION,2,7101,8081,,36,,LPGS_12.5.0,L7CPF20130301_20130331.10,,2015-01-05 12:19:23
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013047ASN00.jpg,LE71760362013047ASN00,LANDSAT_ETM_SLC_OFF,2013-02-16,2015-01-05,176,36,35.55445,32.29007,35.25397,34.36157,33.94721,31.85719,33.65248,33.88963,34.60703,33.1001,2,  24.79,  45.10,   9.20,  27.43,  17.41,DAY,DAY,37.19819641,147.88240051,ASN,2013:047:08:18:38.3506250,2013:047:08:19:05.1046874,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013047ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,74,3.837,2.214,3.134,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16181,Y,7101,8091,CUBIC_CONVOLUTION,2,7101,8091,,36,,LPGS_12.5.0,L7CPF20130101_20130228.10,,2015-01-05 12:55:47
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2013/LE71760362013015ASN00.jpg,LE71760362013015ASN00,LANDSAT_ETM_SLC_OFF,2013-01-15,2015-01-05,176,36,35.55439,32.30433,35.25355,34.37672,33.94712,31.87177,33.65207,33.90504,34.60632,33.11447,1,  11.10,  15.55,  16.76,   5.02,   7.05,DAY,DAY,29.63998032,153.52288818,ASN,2013:015:08:18:34.8408124,2013:015:08:19:01.5948749,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362013015ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,197,3.922,2.74,2.806,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16161,Y,7101,8081,CUBIC_CONVOLUTION,2,7101,8081,,36,,LPGS_12.5.0,L7CPF20130101_20130228.10,,2015-01-05 12:02:45
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012365ASN00.jpg,LE71760362012365ASN00,LANDSAT_ETM_SLC_OFF,2012-12-30,2014-09-29,176,36,35.55533,32.2912,35.25424,34.36451,33.94804,31.85772,33.6527,33.89188,34.60592,33.10105,1,  16.06,  16.96,  13.70,  25.82,   7.78,DAY,DAY,28.3205719,156.05987549,ASN,2012:365:08:18:36.3880000,2012:365:08:19:03.1420625,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012365ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,212,3.863,2.52,2.928,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16181,Y,7131,8091,CUBIC_CONVOLUTION,2,7131,8091,,36,,LPGS_12.5.0,L7CPF20121001_20121231.12,,2014-09-29 19:22:55
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012349ASN00.jpg,LE71760362012349ASN00,LANDSAT_ETM_SLC_OFF,2012-12-14,2014-12-13,176,36,35.5535,32.30082,35.25224,34.37477,33.94625,31.86684,33.65072,33.90166,34.60583,33.11123,2,  26.08,  36.20,  12.84,  24.03,  31.25,DAY,DAY,28.84066391,158.01045227,ASN,2012:349:08:18:31.2201249,2012:349:08:18:57.9741874,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012349ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,131,4.251,2.821,3.18,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16181,Y,7131,8091,CUBIC_CONVOLUTION,2,7131,8091,,36,,LPGS_12.5.0,L7CPF20121001_20121231.12,,2014-12-13 11:29:16
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012333ASN00.jpg,LE71760362012333ASN00,LANDSAT_ETM_SLC_OFF,2012-11-28,2014-12-13,176,36,35.55396,32.30768,35.25262,34.38115,33.9471,31.87489,33.65157,33.90929,34.60551,33.11855,5,  51.66,  67.47,  36.85,  52.77,  49.56,DAY,DAY,31.08386612,158.99481201,ASN,2012:333:08:18:25.7875624,2012:333:08:18:52.5416250,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012333ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,44,4.161,2.982,2.902,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16181,Y,7131,8091,CUBIC_CONVOLUTION,2,7131,8091,,36,,LPGS_12.5.0,L7CPF20121001_20121231.12,,2014-12-13 11:50:04
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012317ASN00.jpg,LE71760362012317ASN00,LANDSAT_ETM_SLC_OFF,2012-11-12,2014-12-13,176,36,35.55306,32.30676,35.25172,34.37952,33.94619,31.8733,33.65065,33.90701,34.60543,33.1174,1,  11.85,  19.32,  19.05,   1.62,   7.42,DAY,DAY,34.74077606,158.66551208,ASN,2012:317:08:18:21.4067499,2012:317:08:18:48.1608124,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012317ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,107,3.538,1.969,2.939,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16181,Y,7101,8091,CUBIC_CONVOLUTION,2,7101,8091,,36,,LPGS_12.5.0,L7CPF20121001_20121231.12,,2014-12-13 11:34:32
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012301ASN00.jpg,LE71760362012301ASN00,LANDSAT_ETM_SLC_OFF,2012-10-27,2014-12-13,176,36,35.55388,32.3033,35.25274,34.37506,33.94667,31.87001,33.65117,33.90269,34.60518,33.11303,1,  12.54,  19.20,  17.97,   3.84,   9.14,DAY,DAY,39.37450027,156.76148987,ASN,2012:301:08:18:16.7026875,2012:301:08:18:43.4567500,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012301ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,100,4.029,2.462,3.189,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16161,Y,7131,8081,CUBIC_CONVOLUTION,2,7131,8081,,36,,LPGS_12.5.0,L7CPF20121001_20121231.12,,2014-12-13 11:35:27
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012285ASN00.jpg,LE71760362012285ASN00,LANDSAT_ETM_SLC_OFF,2012-10-11,2014-12-13,176,36,35.55306,32.31709,35.25185,34.38878,33.94593,31.88296,33.65044,33.91557,34.605,33.12653,1,  14.39,  33.51,  16.76,   5.95,   1.33,DAY,DAY,44.49373627,153.13551331,ASN,2012:285:08:18:06.7853125,2012:285:08:18:33.5393749,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012285ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,77,4.118,3.07,2.744,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16161,Y,7131,8081,CUBIC_CONVOLUTION,2,7131,8081,,36,,LPGS_12.5.0,L7CPF20121001_20121231.12,,2014-12-13 11:33:53
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012269ASN00.jpg,LE71760362012269ASN00,LANDSAT_ETM_SLC_OFF,2012-09-25,2014-10-03,176,36,35.55521,32.31613,35.25378,34.38829,33.94799,31.88318,33.65233,33.91623,34.60448,33.12575,0,   0.23,   0.07,   0.32,   0.00,   0.52,DAY,DAY,49.62185669,147.78422546,ASN,2012:269:08:17:59.4780625,2012:269:08:18:26.2321250,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012269ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,117,4.174,2.716,3.169,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16161,Y,7131,8081,CUBIC_CONVOLUTION,2,7131,8081,,36,,LPGS_12.5.0,L7CPF20120701_20120930.11,,2014-10-03 14:08:11
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012253ASN00.jpg,LE71760362012253ASN00,LANDSAT_ETM_SLC_OFF,2012-09-09,2014-12-13,176,36,35.55383,32.31822,35.2523,34.39124,33.94686,31.8839,33.65112,33.91779,34.60423,33.12735,0,   1.23,   0.70,   2.07,   1.10,   1.06,DAY,DAY,54.35279846,140.91139221,ASN,2012:253:08:17:50.3063750,2012:253:08:18:17.0604374,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012253ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,86,4.193,2.775,3.144,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16181,Y,7131,8091,CUBIC_CONVOLUTION,2,7131,8091,,36,,LPGS_12.5.0,L7CPF20120701_20120930.11,,2014-12-13 11:27:36
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012237ASN00.jpg,LE71760362012237ASN00,LANDSAT_ETM_SLC_OFF,2012-08-24,2014-12-13,176,36,35.55415,32.32339,35.25234,34.39701,33.94701,31.88947,33.65102,33.92398,34.60442,33.13351,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,58.41006851,133.04489136,ASN,2012:237:08:17:39.7171875,2012:237:08:18:06.4712500,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012237ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,99,4.694,3.065,3.555,15,30,30,UTM,NORTH_UP,GEOTIFF,14221,16181,Y,7111,8091,CUBIC_CONVOLUTION,2,7111,8091,,36,,LPGS_12.5.0,L7CPF20120701_20120930.11,,2014-12-13 11:25:21
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012141ASN00.jpg,LE71760362012141ASN00,LANDSAT_ETM_SLC_OFF,2012-05-20,2014-12-13,176,36,35.55125,32.15582,35.24937,34.22795,33.94443,31.72093,33.64847,33.754,34.60351,32.96484,3,  34.73,  25.29,  40.19,  18.23,  55.21,DAY,DAY,65.85791779,121.25160217,ASN,2012:141:08:17:07.3696249,2012:141:08:17:34.1236250,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012141ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,35,3.88,2.309,3.118,15,30,30,UTM,NORTH_UP,GEOTIFF,14221,16181,Y,7111,8091,CUBIC_CONVOLUTION,2,7111,8091,,36,,LPGS_12.5.0,L7CPF20120401_20120630.12,,2014-12-13 10:46:54
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2012/LE71760362012125ASN00.jpg,LE71760362012125ASN00,LANDSAT_ETM_SLC_OFF,2012-05-04,2014-12-13,176,36,35.55507,32.15833,35.25432,34.23236,33.94812,31.72587,33.65323,33.76077,34.60714,32.96965,3,  36.86,  42.04,  58.32,  17.44,  29.62,DAY,DAY,63.01957321,127.70454407,ASN,2012:125:08:16:58.3789999,2012:125:08:17:25.1330624,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362012125ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,43,6.772,4.387,5.159,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16181,Y,7131,8091,CUBIC_CONVOLUTION,2,7131,8091,,36,,LPGS_12.5.0,L7CPF20120401_20120630.12,,2014-12-13 10:42:42
